Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Derrick White,SG,29,BOS,29,29,32.6,5.7,11.6,.491,2.7,6.6,.416,3.0,5.0,.589,.609,2.9,3.2,.892,0.8,3.1,3.9,5.3,1.2,1.3,1.7,2.1,17.0
Cam Whitmore,SF,19,HOU,8,0,9.0,2.6,4.9,.538,0.8,2.0,.375,1.9,2.9,.652,.615,0.9,1.8,.500,0.5,1.6,2.1,0.3,0.4,0.1,0.4,0.8,6.9
Aaron Wiggins,SG,25,OKC,29,0,12.1,1.8,3.1,.582,0.5,1.1,.484,1.3,2.1,.633,.665,0.6,0.9,.720,0.7,1.7,2.4,0.7,0.4,0.1,0.6,1.1,4.8
Andrew Wiggins,SF,28,GSW,28,21,26.6,4.8,11.3,.424,1.0,3.2,.300,3.8,8.1,.473,.467,2.1,3.0,.706,1.9,2.5,4.4,1.4,0.3,0.4,1.6,2.4,12.7
Lindell Wigginton,PG,25,MIL,3,0,2.7,0.7,1.7,.400,0.0,0.7,.000,0.7,1.0,.667,.400,0.7,0.7,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.0
Brandon Williams,PG,24,DAL,1,0,7.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0
Grant Williams,PF,25,DAL,31,27,28.4,3.1,7.4,.417,1.9,5.0,.381,1.2,2.4,.493,.546,0.8,1.2,.649,1.1,2.7,3.8,1.6,0.5,0.6,0.9,2.9,8.8
Jalen Williams,PF,22,OKC,28,28,31.8,6.8,13.1,.518,1.3,3.2,.416,5.5,9.9,.550,.568,3.1,3.6,.851,0.4,3.5,3.9,4.0,0.9,0.5,1.7,2.6,18.0
Jaylin Williams,C,21,OKC,26,0,11.9,1.2,3.2,.378,0.7,2.0,.333,0.5,1.2,.452,.482,0.5,0.6,.933,0.5,2.8,3.3,1.4,0.3,0.2,0.4,1.6,3.6
Jeenathan Williams,SG,24,HOU,4,0,5.5,1.5,2.8,.545,0.0,0.5,.000,1.5,2.3,.667,.545,0.3,0.5,.500,0.0,0.0,0.0,0.5,0.3,0.0,0.0,0.5,3.3
Kenrich Williams,PF,29,OKC,21,0,15.7,2.0,4.0,.494,1.0,2.0,.465,1.0,1.9,.525,.614,0.1,0.5,.300,0.6,2.0,2.7,1.7,0.6,0.1,0.2,1.6,5.0
Mark Williams,C,22,CHO,19,19,26.7,5.2,7.9,.649,0.0,0.0,,5.2,7.9,.649,.649,2.4,3.4,.719,4.0,5.7,9.7,1.2,0.8,1.1,0.9,2.6,12.7
Patrick Williams,PF,22,CHI,34,24,27.9,3.9,8.4,.460,1.4,3.3,.407,2.5,5.1,.494,.540,1.3,1.6,.768,1.1,2.9,4.1,1.5,0.9,0.9,1.1,1.9,10.4
Robert Williams,C,26,POR,6,0,19.8,2.8,4.3,.654,0.0,0.0,,2.8,4.3,.654,.654,1.2,1.5,.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8
Vince Williams Jr.,SG,23,MEM,24,7,20.9,1.5,4.3,.359,1.1,3.3,.325,0.5,1.0,.478,.485,1.1,1.3,.813,1.0,4.0,5.0,1.6,0.5,0.6,0.8,2.2,5.3
Ziaire Williams,SF,22,MEM,30,8,19.0,2.5,6.6,.382,1.0,3.3,.316,1.5,3.4,.446,.460,1.2,1.4,.854,0.6,3.0,3.6,1.4,0.4,0.3,1.3,1.7,7.3
Zion Williamson,PF,23,NOP,27,27,30.9,8.8,15.1,.582,0.1,0.3,.333,8.7,14.7,.588,.586,4.7,7.2,.656,2.0,4.2,6.1,4.6,1.0,0.3,2.6,2.7,22.4
Jalen Wilson,PF,23,BRK,9,0,9.7,1.3,2.7,.500,0.2,0.7,.333,1.1,2.0,.556,.542,1.7,1.7,1.000,1.2,1.0,2.2,0.8,0.1,0.1,0.3,1.0,4.6
Dylan Windler,SF,27,NYK,3,0,2.3,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.0
James Wiseman,C,22,DET,22,0,14.2,2.8,3.9,.721,0.0,0.0,.000,2.8,3.9,.729,.721,0.8,1.2,.654,1.4,2.8,4.1,0.6,0.2,0.7,1.0,2.2,6.4
Christian Wood,PF,28,LAL,29,1,19.0,2.4,5.1,.466,0.8,2.4,.329,1.6,2.7,.590,.544,1.2,2.0,.614,0.8,4.6,5.4,1.0,0.2,0.6,1.2,1.5,6.8
Delon Wright,PG,31,WAS,11,0,17.2,1.5,3.6,.400,0.5,1.5,.313,1.0,2.2,.458,.463,1.5,1.7,.895,0.4,2.1,2.5,3.6,1.5,0.2,0.7,0.8,4.9
Thaddeus Young,PF,35,TOR,7,0,4.4,0.9,1.4,.600,0.0,0.0,,0.9,1.4,.600,.600,0.1,0.4,.333,0.4,0.6,1.0,1.0,0.3,0.0,0.6,0.4,1.9
Trae Young,PG,25,ATL,30,30,36.6,8.8,20.2,.436,3.6,9.3,.385,5.2,10.9,.480,.525,7.2,8.3,.860,0.5,2.5,3.0,11.3,1.4,0.2,4.3,2.0,28.3
Omer Yurtseven,C,25,UTA,20,6,11.7,1.8,3.5,.507,0.2,0.7,.231,1.6,2.8,.571,.529,0.3,0.4,.750,1.5,2.9,4.4,0.7,0.2,0.5,1.0,1.6,4.0
Cody Zeller,C,31,NOP,23,0,9.6,0.6,1.7,.333,0.0,0.0,.000,0.6,1.7,.342,.333,0.7,1.1,.577,1.2,1.8,3.0,1.1,0.2,0.1,0.3,1.3,1.8
Ivica Zubac,C,26,LAC,32,32,26.9,5.3,8.2,.644,0.0,0.0,,5.3,8.2,.644,.644,1.7,2.7,.621,3.2,6.5,9.7,1.2,0.2,1.3,1.2,2.8,12.2
